Service_Category,Service_Type,Location_Name,Description,Website,Service_Phone,Location_Address_1,Location_Suburb,Location_State,Location_Postcode,Latitude,Longitude
Self Help,General Self Help Services,Life and Human Relations,"Life and Human Relations provides individual, marr",http://www.lifeandhumanrelations.com,(07) 3369 2124,1167 Example Street,RED HILL,QLD,4059,-27.456,153.009
Self Help,General Self Help Services,Look Good - Feel Better,The Look Good - Feel Better organisation offers a ,http://www.lgfb.org.au,1800 650 960,1168 Example Street,BRISBANE CITY,QLD,4000,-27.469,153.025
Self Help,General Self Help Services,Lupus Australia Qld Inc,Lupus is an auto immune disease which causes infla,http://www.lupus.com.au,(07) 3878 9553,1169 Example Street,INDOOROOPILLY,QLD,4068,-27.502,152.974
Self Help,General Self Help Services,MATES in Construction,MATES in Construction is a charity established in ,http://www.matesinconstruction.org.au,(07) 3833 1140,1170 Example Street,SPRING HILL,QLD,4000,-27.463,153.025
Self Help,General Self Help Services,Motor Neurone Association of Queensland,Motor Neurone Disease Queensland has self-help soc,http://www.mndaq.org.au,(07) 3372 9004,1171 Example Street,INALA,QLD,4077,-27.601,152.984
Self Help,General Self Help Services,MS Queensland,"The Multiple Sclerosis Society of Queensland, offe",https://www.msqld.org.au/site/,1800 177 591,1172 Example Street,DUTTON PARK,QLD,4102,-27.496,153.027
Self Help,General Self Help Services,Panic Anxiety Disorders Association,The Panic Anxiety Disorders Assoc provides telepho,http://www.anxiety.websyte.com.au/,(07) 3353 4851,1173 Example Street,STAFFORD,QLD,4053,-27.409,153.011
Self Help,General Self Help Services,Parents and Friends of Lesbians and Gays (PFLAG),Parents and Friends of Lesbians and Gays is suppor,http://www.pflagaustralia.org.au/,(07) 3017 1739,1174 Example Street,NEWSTEAD,QLD,4006,-27.452,153.046
Self Help,General Self Help Services,Raw Food & Healthy Living,Are you interested in Raw Foods for a healthy life,http://www.meetup.com/RawFoodForHealth,0422 625 044,1175 Example Street,CHERMSIDE,QLD,4032,-27.385,153.03
Self Help,General Self Help Services,Relaxation Centre Of Queensland Limited,The Relaxation Centre assists in stress management,http://www.relaxationcentreqld.org,(07) 3856 3733,1176 Example Street,ALDERLEY,QLD,4051,-27.424,153
Self Help,General Self Help Services,Respect Inc - Brisbane,Respect Inc - Brisbane,http://www.respectqld.org.au,(07) 3835 1111,1177 Example Street,SPRING HILL  BRISBANE,QLD,4000,-27.462,153.028
Self Help,General Self Help Services,Retail Rockstars - Mount Gravatt,"Discover Paleo workshop, where a local expert Leah",http://retailrockstars.com.au,0410 815 852,1178 Example Street,MOUNT GRAVATT,QLD,4122,-27.53,153.072
Self Help,General Self Help Services,Self Help QLD Inc - Brisbane,Self Help Queensland provides referrals to self he,http://www.selfhelpqld.org.au,(07) 3344 6919,1179 Example Street,SUNNYBANK,QLD,4109,-27.578,153.057
Self Help,General Self Help Services,Stepping Stone Clubhouse Inc,"Stepping Stone is a private non-profit, psychosoci",http://www.steppingstoneclubhouse.org.au,(07) 3847 1058,1180 Example Street,COORPAROO,QLD,4151,-27.494,153.055
Self Help,General Self Help Services,The Community Place Inc,"The Community Place provides family support work, ",http://www.thecommunityplace.com.au,(07) 3857 1152,1181 Example Street,WOOLOOWIN,QLD,4030,-27.418,153.039
Self Help,General Self Help Services,Toastmasters Club - Brisbane City,Toastmasters meetings are held for anyone wishing ,,0437 399 861,1182 Example Street,BRISBANE,QLD,4000,-27.465,153.029
Self Help,General Self Help Services,Toastmasters Club - Waterloo Bay,Toastmasters meetings are run for anyone wishing t,,(07) 3393 4369,1183 Example Street,WYNNUM,QLD,4178,-27.452,153.167
Self Help,General Self Help Services,Toughlove Parent Support Group - Mitchelton,Toughlove Parent Support Groups are part of a self,http://www.toughlove.org.au/,(07) 3856 3211,1184 Example Street,MITCHELTON,QLD,4053,-27.413,152.972
Self Help,General Self Help Services,TOUGHLOVE Parent Support Group - Oxley,Support and information for parents struggling wit,http://www.toughlove.org.au/,(07) 3856 3211,1185 Example Street,OXLEY,QLD,4075,-27.554,152.974
Self Help,General Self Help Services,Vaccination Awareness and Information Service,Vaccination Awareness and Information Service prov,,(07) 3821 5454,1186 Example Street,WYNNUM WEST,QLD,4178,-27.456,153.155
Self Help,General Self Help Services,Vision Psychology Clinic,Brisbane psychologist and counselling centre: marr,http://www.visionpsychology.com,1800 877 924,1187 Example Street,MT GRAVATT,QLD,4122,-27.537,153.078
Self Help,General Self Help Services,Voice Dialogue - Hal & Sidra Stone,Voice Dialogue - Dream Group. Personal Development,https://www.voicedialogue.tv/,0450 520 438,1188 Example Street,WINDSOR,QLD,4030,-27.429,153.033
Self Help,General Self Help Services,Young Widows and Widowers Support Group of Brisbane,support for young widows and widowers usually unde,http://www.youngwidows.info/,(07) 3376 9545,1189 Example Street,SINNAMON PARK,QLD,4073,-27.552,152.949
Welfare Assistance & Services,Food Vans and Mobile Kitchens,139 Club - New Farm,The 139 Club Inc is a drop-in centre with an 'open,http://www.139club.com.au,(07) 3254 1144,1190 Example Street,NEW FARM,QLD,4005,-27.461,153.038
Welfare Assistance & Services,Food Vans and Mobile Kitchens,A Touch of Compassion Ministries,Sunday and Monday night dinner: Free sit down meal,,0420 408 520,1191 Example Street,INALA,QLD,4077,-27.589,152.976
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Access Street Vans - Mansfield,Access is a Christian charitable organisation that,http://www.accessstreetvans.com.au/,(07) 3349 4555,1192 Example Street,MANSFIELD,QLD,4122,-27.539,153.098
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Australian Red Cross - Fortitude Valley Youth Night Cafe,"Free hot meals, showers, support, information, ref",http://www.redcross.org.au,(07) 3319 4200,1193 Example Street,FORTITUDE VALLEY,QLD,4006,-27.454,153.029
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Community Friends - West End,"Free Food includes: Frozen dinners, fruit, vegetab",http://facebook.com/communityfriends.au,0418 754 900,1194 Example Street,WEST END,QLD,4101,-27.479,153.009
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Drug Arm SOS,DRUG ARM is a charitable organisation that assists,http://www.hoa.drugarm.com.au/,(07) 3620 8811,1195 Example Street,ANNERLEY,QLD,4103,-27.509,153.032
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Ecumenical Coffee Brigade Inc,OUR MISSION: The Ecumenical Coffee Brigade (ECB) w,http://coffeebrigade.org.au/,(07) 3831 8219,1196 Example Street,SPRING HILL,QLD,4000,-27.46,153.026
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Eddies Morning Van,Eddies Morning Van,,,1197 Example Street,SPRING HILL,QLD,4000,-27.461,153.024
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Footprints In Brisbane Inc - Newstead,Meals are provided to older and younger people wit,http://www.footprintsinc.org.au,(07) 3252 3488,1198 Example Street,FORTITUDE VALLEY,QLD,4006,-27.451,153.038
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Helping Hands Queensland,We run a yellow van that services Ipswich. It has ,,0418 326 690,1199 Example Street,KENMORE,QLD,4069,-27.512,152.942
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Jimmies Van (St James College Brekkie Van),Jimmies Van,,(07) 3230 8600,1200 Example Street,BRISBANE,QLD,4000,-27.461,153.029
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Keith's Community Breakfast,Keith's Community Breakfast is a free breakfast at,,(07) 3311 6046,1201 Example Street,MITCHELTON,QLD,4053,-27.416,152.972
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Manna from Heaven Sandgate Inc,Starts at 5:30 for 6pm kick off on Friday nights. ,,0401 129 837,1202 Example Street,SANDGATE,QLD,4017,-27.316,153.071
Welfare Assistance & Services,Food Vans and Mobile Kitchens,MATES BBQ - Marist College,MATES BBQ stands for 'Marists Are Taking Everyone ,http://www.vaks.com.au/provider.php?intid=36,(07) 3858 4589,1203 Example Street,SOUTH BRISBANE,QLD,4101,-27.472,153.01
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Misson Australia - Cafe One,Cafe One provides breakfast and lunch for $4 from ,http://www.missionaustralia.com,(07) 3254 2803,1204 Example Street,NEW FARM,QLD,4005,-27.469,153.048
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Nudgee College BBQ,Nudgee College BBQ,,0410 725 702,1205 Example Street,FORTITUDE VALLEY,QLD,4006,-27.46,153.035
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Paddies Van,Paddies Van,http://www.stpatricks.qld.edu.au,(07) 3631 9014,1206 Example Street,SHORNCLIFFE,QLD,4017,-27.323,153.082
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Rosies Youth Mission Inc,Rosies operates in ten centres across Queensland: ,http://www.rosies.org.au,(07) 3396 4267,1207 Example Street,WYNNUM WEST,QLD,4178,-27.437,153.146
Welfare Assistance & Services,Food Vans and Mobile Kitchens,St Mary's Coptic Orthodox Church Outreach - Brisbane,St Mary's Coptic Orthodox Church run a small homel,,0412 556 271,1208 Example Street,BRISBANE,QLD,4000,-27.468,153.022
Welfare Assistance & Services,Food Vans and Mobile Kitchens,St Paul's Drop-in Centre,Free coffee is served on Tuesday mornings from 8am,http://www.stpaulspc.org.au/,(07) 3831 7458,1209 Example Street,SPRING HILL,QLD,4000,-27.46,153.027
Welfare Assistance & Services,Food Vans and Mobile Kitchens,St Vinnies,"Dinner in the Park', Memorial Park Sandgate every ",,0417 076 251,1210 Example Street,SANDGATE,QLD,4017,-27.32,153.069
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Street Arm,We are a Brisbane Based charity who give out blank,http://www.vaks.com.au/index.php,0412 945 865,1211 Example Street,NEW FARM,QLD,4005,-27.465,153.047
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Theodore Street BBQ,"Free tea and coffee, steaks, salads etc. BBQ is on",,(07) 3161 2686,1212 Example Street,STAFFORD,QLD,4053,-27.411,153.015
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Uniting Church - Kangaroo Point,Free meal on Thursday night from 6pm.,,(07) 3391 1244,1213 Example Street,KANGAROO POINT,QLD,4169,-27.483,153.037
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Vital Connection,SOUP KITCHEN SERVICE: Operating since 1995 Helping,http://www.vitalconnection.org,0416 146 468,1214 Example Street,BRISBANE CITY,QLD,4000,-27.467,153.022
Welfare Assistance & Services,Food Vans and Mobile Kitchens,Wesley Mission Community Dinner,We gather together to share a meal every Wednesday,,(07) 3216 1579,1215 Example Street,FORTITUDE VALLEY,QLD,4006,-27.456,153.031
Welfare Assistance & Services,General Welfare & Support Services,A Touch of Compassion - Inala,"Shared meals for anyone who needs it, regardless o",http://www.atoc.org.au,0410 933 131,1216 Example Street,INALA,QLD,4077,-27.601,152.978
Welfare Assistance & Services,General Welfare & Support Services,A Touch of Compassion Ministries,Sunday and Monday night dinner: Free sit down meal,,0420 408 520,1217 Example Street,INALA,QLD,4077,-27.589,152.976
Welfare Assistance & Services,General Welfare & Support Services,Acacia Ridge Community Support Inc,Community Support Inc (CSI) - Acacia Ridge provide,http://www.arcsi.org.au/,(07) 3277 4893,1218 Example Street,ACACIA RIDGE,QLD,4110,-27.579,153.019
Welfare Assistance & Services,General Welfare & Support Services,Access Street Vans - Mansfield,Access is a Christian charitable organisation that,http://www.accessstreetvans.com.au/,(07) 3349 4555,1219 Example Street,MANSFIELD,QLD,4122,-27.539,153.098
Welfare Assistance & Services,General Welfare & Support Services,ADRA Australia - Deagon,ADRA is a community based organisation located thr,http://www.adra.org.au,1800 242 372,1220 Example Street,DEAGON,QLD,4017,-27.329,153.053
Welfare Assistance & Services,General Welfare & Support Services,ADRA Australia - Eight Mile Plains,ADRA Community Centre - Eight Mile Plains is an Em,http://www.adra.org.au,(07) 3841 0621,1221 Example Street,EIGHT MILE PLAINS,QLD,4113,-27.573,153.091
Welfare Assistance & Services,General Welfare & Support Services,Asbestos  Disease Support Society ,We provide telephone support to people with an asb,http://www.adss.org.au,1800 776 412,1222 Example Street,BOWEN HILLS,QLD,4006,-27.447,153.036
Welfare Assistance & Services,General Welfare & Support Services,Australian Red Cross - Fortitude Valley Youth Night Cafe,"Free hot meals, showers, support, information, ref",http://www.redcross.org.au,(07) 3319 4200,1223 Example Street,FORTITUDE VALLEY,QLD,4006,-27.454,153.029
Welfare Assistance & Services,General Welfare & Support Services,BENARRAWA COMMUNITY DEVELOPMENT ASSN INC - Graceville,Benarrawa is beautiful corner of the community whe,,(07) 3379 9925,1224 Example Street,GRACEVILLE,QLD,4075,-27.518,152.985
